FID,Shape,FILENAME,Tile number(fish_lab),xmid,ymid,xmin,xmax,ymin,ymax,trunc_id,trunc_area,perc_trunc,trunc_perc,Height(zrange),BEV Tree Size(orig_area),Truncation,Tile Type,perc_over,indi,Vol
2109,Polygon,5631.shp,495,620068.3918,4847736.218,620062.9512,620073.8324,4847735.71,4847736.726,2110,11.049859,0.090416,0.909584,19.00999756,122.211916,True,Train,0.606349,5631.shp495,2323.248225
2110,Polygon,5642.shp,495,620063.1778,4847741.024,620056.8065,620069.549,4847735.71,4847746.339,2111,135.43621,0.694843,0.305157,21.32999756,194.916195,True,Train,0.624758,5642.shp495,4157.561964
2111,Polygon,5646.shp,495,620060.4516,4847736.574,620056.6505,620064.2526,4847735.71,4847737.439,2112,13.14099,0.182012,0.817988,17.99999756,72.19839,True,Train,0.979479,5646.shp495,1299.570844
2112,Polygon,5658.shp,495,620041.5671,4847736.644,620038.1849,620044.9493,4847735.71,4847737.579,2113,12.640634,0.275661,0.724339,10.41400085,45.855736,True,Train,0.146823,5658.shp495,477.5416739
2113,Polygon,5662.shp,495,620037.6796,4847736.045,620035.51,620039.8491,4847735.71,4847736.38,2114,2.907631,0.055049,0.944951,5.589997559,52.819123,True,Train,0.383536,5662.shp495,295.2587686
2114,Polygon,261.shp,496,620110.5041,4847757.34,620106.81,620114.1981,4847754.041,4847760.639,2115,48.752594,1.000016,0,17.03399536,48.751813,False,Train,0.0527,261.shp496,830.4381565
2115,Polygon,263.shp,496,620106.0718,4847755.67,620104.5547,620107.5888,4847754,4847757.34,2116,10.133591,1.000005,0,2.763995361,10.133536,False,Train,0.954833,263.shp496,28.00904649
2116,Polygon,318.shp,496,620125.1,4847795.375,620121.651,620128.549,4847795.04,4847795.71,2117,4.619591,0.127976,0.872024,6.349993896,36.097322,True,Train,0,318.shp496,229.2177744
2117,Polygon,0.shp,496,620150.1028,4847770.24,620148.4098,620151.7958,4847769.04,4847771.44,2118,8.125723,1.000029,0,4.454007568,8.125488,False,Train,0,0.shp496,36.19098505
2118,Polygon,252.shp,496,620147.1728,4847775.674,620143.8513,620150.4943,4847773.409,4847777.94,2119,30.098769,0.999975,2.5E-05,6.053995361,30.099529,False,Train,0,252.shp496,182.2224089
2119,Polygon,254.shp,496,620131.6241,4847769.282,620127.9513,620135.2969,4847766.88,4847771.684,2120,35.286059,0.999995,5E-06,6.184003906,35.286229,False,Train,0.21068,254.shp496,218.210178
2120,Polygon,257.shp,496,620126.85,4847771.31,620123.6507,620130.0493,4847768.141,4847774.479,2121,40.553687,1.000006,0,5.442000122,40.553455,False,Train,0.254171,257.shp496,220.6919071
2121,Polygon,259.shp,496,620121.1291,4847768.742,620118.0086,620124.2496,4847764.546,4847772.939,2122,52.381337,0.99998,2E-05,6.16399353,52.382401,False,Train,0.054858,259.shp496,322.8847808
2122,Polygon,269.shp,496,620103.5514,4847753.862,620100.0065,620107.0962,4847750.841,4847756.884,2123,42.846602,0.99999,1E-05,18.20999329,42.847032,False,Train,0.480945,269.shp496,780.244165
2123,Polygon,271.shp,496,620098.2794,4847751.107,620095.51,620101.0488,4847748.373,4847753.84,2124,30.277296,0.712486,0.287514,18.19999329,42.495309,True,Train,0.103251,271.shp496,773.4143385
2124,Polygon,297.shp,496,620097.8002,4847794.378,620095.51,620100.0903,4847793.047,4847795.71,2125,12.199629,0.326881,0.673119,5.359993896,37.321319,True,Train,0,297.shp496,200.042042
2125,Polygon,371.shp,496,620151.4598,4847784.664,620149.5323,620153.3873,4847781.541,4847787.787,2126,24.077945,0.999965,3.5E-05,18.67400269,24.078779,False,Train,0.45035,371.shp496,449.6471837
2126,Polygon,390.shp,496,620153.5806,4847784.434,620151.6512,620155.51,4847778.841,4847790.027,2127,43.165309,0.344797,0.655203,18.71400269,125.190558,True,Train,0.251209,390.shp496,2342.816439
2127,Polygon,5697.shp,496,620103.7801,4847755.504,620101.7106,620105.8496,4847753.529,4847757.48,2128,16.349878,1.000001,0,3.215007324,16.349865,False,Train,0.885331,5697.shp496,52.56493572
2128,Polygon,5706.shp,496,620120.2455,4847760.427,620118.3347,620122.1562,4847758.296,4847762.558,2129,16.28494,0.999998,2E-06,16.35399536,16.284977,False,Train,0,5706.shp496,266.3244383
2129,Polygon,5710.shp,496,620125.4983,4847762.434,620123.4028,620127.5938,4847760.849,4847764.019,2130,13.286308,1.000008,0,6.45399353,13.286199,False,Train,0,5710.shp496,85.74904238
2130,Polygon,5714.shp,496,620130.632,4847763.339,620128.47,620132.794,4847761.147,4847765.53,2131,18.952092,0.999986,1.4E-05,15.9339978,18.952358,False,Train,0,5714.shp496,301.9868307
2131,Polygon,15.shp,497,620187.4345,4847773.399,620184.5723,620190.2967,4847770.212,4847776.586,2132,36.487326,1.000016,0,18.81600281,36.486751,False,Train,0.156169,15.shp497,686.5348093
2132,Polygon,349.shp,497,620182.7574,4847787.885,620177.2659,620188.2489,4847781.898,4847793.872,2133,131.51154,0.999992,8E-06,12.90400269,131.512603,False,Train,0.633597,349.shp497,1697.038982
2133,Polygon,12.shp,497,620199.6809,4847773.571,620196.6645,620202.6973,4847770.803,4847776.34,2134,33.399994,1.00003,0,5.934003906,33.398992,False,Train,0,12.shp497,198.189749
2134,Polygon,23.shp,497,620189.3079,4847769.191,620186.3072,620192.3086,4847766.74,4847771.641,2135,29.40866,1.000002,0,14.71600281,29.408595,False,Train,0.231537,23.shp497,432.7769666
2135,Polygon,26.shp,497,620195.5188,4847767.7,620192.8881,620198.1495,4847764.975,4847770.425,2136,28.676735,0.999996,4E-06,5.053995361,28.676837,False,Train,0.405038,26.shp497,144.9326012
2136,Polygon,2912.shp,497,620209.3382,4847743.618,620206.4064,620212.2699,4847740.796,4847746.439,2137,33.088903,0.999993,7E-06,5.433997192,33.089132,False,Train,0,2912.shp497,179.8062504
2137,Polygon,2916.shp,497,620213.9604,4847752.992,620212.4107,620215.51,4847750.501,4847755.483,2138,15.441332,0.587154,0.412846,6.064006958,26.298625,True,Train,0,2916.shp497,159.475045
2138,Polygon,2947.shp,497,620212.7808,4847766.196,620210.0516,620215.51,4847762.953,4847769.44,2139,35.407003,0.562901,0.437099,10.62399719,62.900994,True,Train,0.586692,2947.shp497,668.2599836
2139,Polygon,2967.shp,497,620213.9088,4847767.012,620212.3076,620215.51,4847762.441,4847771.583,2140,29.2757,0.330604,0.669396,12.29399414,88.552116,True,Train,0.709565,2967.shp497,1088.659195
2140,Polygon,3.shp,497,620159.5019,4847779.517,620155.51,620163.4937,4847775.194,4847783.839,2141,69.019087,0.993655,0.006345,13.82400269,69.459815,False,Train,0.842722,3.shp497,960.2126691
2141,Polygon,30.shp,497,620194.109,4847763.727,620191.2687,620196.9493,4847761.115,4847766.34,2142,29.676591,1.000005,0,5.183994141,29.676443,False,Train,0.4033,30.shp497,153.8425066
2142,Polygon,34.shp,497,620191.9665,4847765.602,620190.0835,620193.8495,4847763.964,4847767.24,2143,12.33478,0.99999,1E-05,5.334002686,12.334901,False,Train,0.657175,34.shp497,65.79439507
2143,Polygon,356.shp,497,620181.2716,4847793.225,620176.2516,620186.2916,4847790.74,4847795.71,2144,49.896792,0.74196,0.25804,13.95400269,67.249963,True,Train,0.640513,356.shp497,938.4061643
2144,Polygon,362.shp,497,620177.8923,4847784.89,620172.2919,620183.4926,4847778.442,4847791.338,2145,144.450948,0.999997,3E-06,14.27400269,144.451427,False,Train,0.525462,362.shp497,2061.900057
2145,Polygon,366.shp,497,620167.9846,4847778.798,620164.1074,620171.8618,4847775.199,4847782.397,2146,55.812294,0.999991,9E-06,12.95400391,55.812795,False,Train,0.459437,366.shp497,722.9991644
2146,Polygon,37.shp,497,620198.9985,4847766.261,620196.4734,620201.5235,4847764.053,4847768.469,2147,22.299727,0.999981,1.9E-05,8.324002686,22.300151,False,Train,0.282282,37.shp497,185.6265168
2147,Polygon,379.shp,497,620162.0934,4847789.675,620158.8049,620165.3818,4847787.94,4847791.411,2148,22.829078,0.999981,1.9E-05,18.71400269,22.829521,False,Train,0.790313,379.shp497,427.2317173
2148,Polygon,381.shp,497,620165.6826,4847783.34,620160.8544,620170.5108,4847779.241,4847787.439,2149,79.168961,0.999997,3E-06,12.97400269,79.169218,False,Train,0.591864,381.shp497,1027.141647
2149,Polygon,383.shp,497,620164.75,4847788.629,620161.9507,620167.5493,4847785.974,4847791.284,2150,29.730805,1.000006,0,13.87400269,29.730628,False,Train,0.821982,383.shp497,412.4828127
2150,Polygon,388.shp,497,620171.8506,4847791.104,620166.2769,620177.4243,4847787.896,4847794.312,2151,71.51503,0.999991,9E-06,18.70400269,71.51566,False,Train,0.356068,388.shp497,1337.629097
2151,Polygon,390.shp,497,620159.1765,4847784.434,620155.51,620162.8429,4847778.841,4847790.027,2152,82.027286,0.655219,0.344781,18.71400269,125.190558,True,Train,0.642277,390.shp497,2342.816439
2152,Polygon,394.shp,497,620214.944,4847782.74,620214.378,620215.51,4847778.641,4847786.839,2153,9.280362,0.140254,0.859746,10.82400635,66.168342,True,Train,0.788569,394.shp497,716.2065538
2153,Polygon,396.shp,497,620214.2755,4847785.538,620213.041,620215.51,4847782.141,4847788.935,2154,16.775374,0.470257,0.529743,14.50400085,35.672774,True,Train,0.657492,396.shp497,517.3979446
2154,Polygon,40.shp,497,620200.0652,4847760.318,620196.4455,620203.6848,4847757.2,4847763.436,2155,45.148618,1.000001,0,9.153997803,45.148556,False,Train,0.169539,40.shp497,413.2897824
2155,Polygon,402.shp,497,620211.9,4847781.497,620208.8506,620214.9494,4847778.297,4847784.697,2156,39.03232,0.999997,3E-06,11.31399536,39.032419,False,Train,0.424927,402.shp497,441.6126075
2156,Polygon,403.shp,497,620208.9731,4847785.61,620204.3515,620213.5947,4847782.381,4847788.84,2157,59.701829,0.999987,1.3E-05,10.69399597,59.702628,False,Train,0.503737,403.shp497,638.4596633
2157,Polygon,405.shp,497,620205.0107,4847788.762,620201.0047,620209.0166,4847785.241,4847792.283,2158,56.423005,1.00002,0,10.01199341,56.421892,False,Train,0.297577,405.shp497,564.8956108
2158,Polygon,47.shp,497,620196.2482,4847755.766,620192.6073,620199.889,4847752.449,4847759.083,2159,48.308254,1.000014,0,6.934005737,48.307567,False,Train,0.226695,47.shp497,334.9649467
2159,Polygon,50.shp,497,620200.0891,4847750.145,620196.9132,620203.2649,4847746.341,4847753.95,2160,48.327545,1.000014,0,6.054005737,48.326848,False,Train,0.444513,50.shp497,292.571015
2160,Polygon,53.shp,497,620198.5409,4847744.871,620194.0049,620203.0769,4847740.641,4847749.102,2161,76.757285,1.000012,0,16.54600281,76.756373,False,Train,0.221687,53.shp497,1270.011163
2161,Polygon,8.shp,497,620161.9692,4847776.641,620158.4863,620165.4521,4847773.299,4847779.984,2162,46.567766,1.000006,0,12.20400757,46.567506,False,Train,0.663002,8.shp497,568.3101956
2162,Polygon,3029.shp,498,620261.4755,4847786.118,620254.2035,620268.7475,4847781.596,4847790.64,2163,131.531573,1.000001,0,11.32400269,131.531465,False,Train,0.99773,3029.shp498,1489.462663
2163,Polygon,3014.shp,498,620258.6846,4847779.22,620255.2507,620262.1184,4847775.656,4847782.784,2164,48.950219,1.000016,0,9.513998413,48.94944,False,Train,0.436148,3014.shp498,465.7048945
2164,Polygon,2893.shp,498,620225.3546,4847747.068,620220.6606,620230.0485,4847743.796,4847750.34,2165,61.43254,0.999992,8E-06,4.2,61.433023,False,Train,0.160659,2893.shp498,258.0186966
2165,Polygon,2899.shp,498,620231.1,4847753.562,620225.1107,620237.0892,4847748.341,4847758.783,2166,125.077101,0.999999,1E-06,13.74400513,125.077181,False,Train,0.078909,2899.shp498,1719.061417
2166,Polygon,2916.shp,498,620216.5997,4847752.992,620215.51,620217.6893,4847750.501,4847755.483,2167,10.857708,0.412862,0.587138,6.064006958,26.298625,True,Train,0,2916.shp498,159.475045
2167,Polygon,2920.shp,498,620218.3809,4847758.51,620215.8124,620220.9494,4847756.002,4847761.017,2168,25.761028,1.000012,0,6.524001465,25.760726,False,Train,0.171333,2920.shp498,168.0630142
2168,Polygon,2924.shp,498,620222.0337,4847756.595,620220.4371,620223.6303,4847754.239,4847758.951,2169,15.048594,0.999987,1.3E-05,2.463998413,15.048795,False,Train,0.100393,2924.shp498,37.080207
2169,Polygon,2939.shp,498,620229.8546,4847764.14,620227.5198,620232.1893,4847761.94,4847766.34,2170,20.542064,1.000005,0,4.093997803,20.541964,False,Train,0,2939.shp498,84.09875549
2170,Polygon,2947.shp,498,620217.6292,4847766.196,620215.51,620219.7484,4847762.953,4847769.44,2171,27.493229,0.437087,0.562913,10.62399719,62.900994,True,Train,0,2947.shp498,668.2599836
2171,Polygon,2951.shp,498,620220.5,4847763.266,620216.4514,620224.5486,4847760.799,4847765.733,2172,39.952814,0.999951,4.9E-05,11.43399719,39.954787,False,Train,0.939432,2951.shp498,456.8429224
2172,Polygon,2955.shp,498,620221.8936,4847762.923,620218.1511,620225.6361,4847760.112,4847765.733,2173,42.070216,1.000037,0,11.43399719,42.068678,False,Train,0.795979,2955.shp498,481.0131461
2173,Polygon,2959.shp,498,620235.7661,4847772.678,620231.8513,620239.6808,4847770.172,4847775.185,2174,39.247718,1.000014,0,5.024002686,39.247166,False,Train,0.566166,2959.shp498,197.1778674
2174,Polygon,2967.shp,498,620218.7521,4847767.012,620215.51,620221.9941,4847762.441,4847771.583,2175,59.276345,0.669395,0.330605,12.29399414,88.552116,True,Train,0.617026,2967.shp498,1088.659195
2175,Polygon,2971.shp,498,620229.9796,4847771.06,620229.1093,620230.8499,4847770.04,4847772.081,2176,3.551172,1.000028,0,5.584001465,3.551073,False,Train,0.154936,2971.shp498,19.82919683
2176,Polygon,2975.shp,498,620233.25,4847775.303,620228.1516,620238.3484,4847771.764,4847778.841,2177,72.161734,1.000004,0,4.944007568,72.161465,False,Train,0.517079,2975.shp498,356.7668291
2177,Polygon,2985.shp,498,620228.7255,4847777.382,620225.8017,620231.6493,4847774.684,4847780.08,2178,31.558328,1.000018,0,4.983997803,31.557756,False,Train,0.46081,2985.shp498,157.2837866
2178,Polygon,2991.shp,498,620240.4952,4847781.41,620237.7508,620243.2395,4847779.18,4847783.64,2179,24.480151,1.000005,0,4.853998413,24.480025,False,Train,0.352884,2991.shp498,118.8260025
2179,Polygon,2995.shp,498,620243.8736,4847780.743,620241.1507,620246.5965,4847778.17,4847783.315,2180,28.018096,0.999992,8E-06,5.403994141,28.018312,False,Train,0.308324,2995.shp498,151.4107939
2180,Polygon,2999.shp,498,620251.4477,4847780.802,620248.8053,620254.0901,4847778.465,4847783.14,2181,24.705912,1.000004,0,5.55399353,24.705814,False,Train,0,2999.shp498,137.2159311
2181,Polygon,3003.shp,498,620261.5785,4847776.018,620259.2506,620263.9064,4847773.495,4847778.54,2182,23.48758,0.99999,1E-05,13.98399658,23.487815,False,Train,0.776542,3003.shp498,328.4535247
2182,Polygon,3007.shp,498,620263.9766,4847778.14,620260.5061,620267.4465,4847774.241,4847782.039,2183,54.117136,0.999935,6.5E-05,14.58399658,54.120644,False,Train,0.796975,3007.shp498,789.2952871
2183,Polygon,3011.shp,498,620269.6001,4847777.489,620266.351,620272.8492,4847774.901,4847780.077,2184,33.634683,0.999997,3E-06,10.92400208,33.634795,False,Train,0.35843,3011.shp498,367.4265704
2184,Polygon,3033.shp,498,620265.9276,4847781.79,620260.5066,620271.3481,4847778.44,4847785.14,2185,72.636391,1.000018,0,12.22399658,72.635092,False,Train,0.829335,3033.shp498,887.8911163
2185,Polygon,392.shp,498,620223.1796,4847787.833,620218.81,620227.5491,4847783.285,4847792.381,2186,79.496971,0.999997,3E-06,10.98400452,79.497244,False,Train,0.162713,392.shp498,873.1980872
2186,Polygon,394.shp,498,620218.9796,4847782.74,620215.51,620222.4491,4847778.641,4847786.839,2187,56.88813,0.859748,0.140252,10.82400635,66.168342,True,Train,0.457081,394.shp498,716.2065538
2187,Polygon,396.shp,498,620216.9007,4847785.538,620215.51,620218.2914,4847782.141,4847788.935,2188,18.897944,0.529758,0.470242,14.50400085,35.672774,True,Train,0.691467,396.shp498,517.3979446
2188,Polygon,474.shp,498,620245.5982,4847794.98,620242.6035,620248.5928,4847794.251,4847795.71,2189,8.738988,0.263754,0.736246,4.465994263,33.133069,True,Train,0,474.shp498,147.9720961
2189,Polygon,476.shp,498,620233.4004,4847792.726,620230.0064,620236.7944,4847789.812,4847795.64,2190,39.560464,1.000001,0,9.433994141,39.560435,False,Train,0,476.shp498,373.212912
2190,Polygon,478.shp,498,620238.299,4847786.312,620237.2481,620239.3498,4847785.14,4847787.484,2191,4.926175,0.999995,5E-06,4.683999634,4.926201,False,Train,0,478.shp498,23.07432368
2191,Polygon,480.shp,498,620261.8974,4847787.111,620254.2035,620269.5912,4847781.882,4847792.341,2192,160.942947,0.999995,5E-06,11.32400269,160.943725,False,Train,0.808574,480.shp498,1822.527174
2192,Polygon,3041.shp,499,620282.4835,4847785.395,620278.8888,620286.0782,4847782.207,4847788.584,2193,45.846085,1.000001,0,12.01199707,45.846018,False,Train,0,3041.shp499,550.7022339
2193,Polygon,3049.shp,499,620299.2489,4847794.143,620296.4483,620302.0494,4847792.576,4847795.71,2194,17.552167,0.532413,0.467587,6.584997559,32.967232,True,Train,0.433439,3049.shp499,217.0891422
2194,Polygon,3053.shp,499,620300.6557,4847790.84,620297.3621,620303.9492,4847787.741,4847793.939,2195,40.832115,1.000007,0,10.77199707,40.831838,False,Train,0.329839,3053.shp499,439.8404393
2195,Polygon,3063.shp,499,620304.6251,4847793.276,620301.3612,620307.8889,4847790.842,4847795.71,2196,31.778802,0.482443,0.517557,6.344003296,65.870645,True,Train,0.35684,3063.shp499,417.883589
2196,Polygon,3078.shp,499,620311.3274,4847792.987,620307.4566,620315.1982,4847790.263,4847795.71,2197,42.165399,0.680493,0.319507,10.42400452,61.962994,True,Train,0.049912,3078.shp499,645.9025293
2197,Polygon,3090.shp,499,620318.1504,4847794.275,620315.8479,620320.4528,4847792.84,4847795.71,2198,13.214221,0.425559,0.574441,6.30399353,31.051453,True,Train,0,3090.shp499,195.7481588
2198,Polygon,866.shp,499,620308.3581,4847742.47,620306.7462,620309.9699,4847741,4847743.94,2199,9.475421,0.999989,1.1E-05,10.37400024,9.475522,False,Train,0,866.shp499,98.29906754
2199,Polygon,870.shp,499,620307.2987,4847737.396,620305.0097,620309.5877,4847735.71,4847739.082,2200,15.437474,0.667286,0.332714,11.26400024,23.134707,True,Train,0,870.shp499,260.5893453
2200,Polygon,3150.shp,500,620390.1588,4847789.176,620384.8075,620395.51,4847782.642,4847795.71,2201,139.86134,0.770473,0.229527,16.76400024,181.526688,True,Train,0.102329,3150.shp500,3043.113442
2201,Polygon,3154.shp,500,620394.5808,4847792.275,620393.6516,620395.51,4847788.841,4847795.71,2202,12.766279,0.146389,0.853611,16.95900635,87.208181,True,Train,0,3154.shp500,1478.964095
2202,Polygon,3157.shp,500,620393.8575,4847795.176,620392.2049,620395.51,4847794.642,4847795.71,2203,3.531169,0.050026,0.949974,14.50900635,70.586868,True,Train,0,3157.shp500,1024.145316
2203,Polygon,882.shp,500,620350.2756,4847750.465,620348.4059,620352.1453,4847748.41,4847752.52,2204,15.371178,0.999984,1.6E-05,11.41400024,15.371422,False,Train,0,882.shp500,175.4494145
2204,Polygon,888.shp,500,620346.7523,4847755.177,620344.417,620349.0875,4847753.118,4847757.235,2205,19.230784,0.999988,1.2E-05,11.16400024,19.231016,False,Train,0,888.shp500,214.6950673
2205,Polygon,3200.shp,501,620404.7829,4847764.103,620401.8164,620407.7493,4847761.366,4847766.84,2206,32.475508,1.000023,0,14.59199707,32.474757,False,Train,0,3200.shp501,473.871559
2206,Polygon,3150.shp,501,620396.4795,4847789.176,620395.51,620397.4489,4847782.642,4847795.71,2207,25.337739,0.139581,0.860419,16.76400024,181.526688,True,Train,0.525669,3150.shp501,3043.113442
2207,Polygon,3154.shp,501,620399.9792,4847792.275,620395.51,620404.4484,4847788.841,4847795.71,2208,61.402339,0.704089,0.295911,16.95900635,87.208181,True,Train,0.247316,3154.shp501,1478.964095
2208,Polygon,3157.shp,501,620397.353,4847795.176,620395.51,620399.1959,4847794.642,4847795.71,2209,3.938016,0.05579,0.94421,14.50900635,70.586868,True,Train,0,3157.shp501,1024.145316
2209,Polygon,3197.shp,501,620397.4581,4847764.928,620396.5502,620398.366,4847763.878,4847765.978,2210,3.814269,0.999931,6.9E-05,3.37199707,3.814532,False,Train,0,3197.shp501,12.86259073
2210,Polygon,3221.shp,501,620451.85,4847789.686,620450.7502,620452.9498,4847788.598,4847790.773,2211,4.78347,1.000078,0,2.979006348,4.783098,False,Train,0.545076,3221.shp501,14.24887931
2211,Polygon,3226.shp,501,620453.5804,4847790.674,620451.6508,620455.51,4847788.766,4847792.582,2212,14.725549,0.732145,0.267855,9.114000244,20.112897,True,Train,0.177063,3226.shp501,183.3089482
2212,Polygon,3228.shp,501,620453.9704,4847784.661,620452.8502,620455.0906,4847783.545,4847785.777,2213,5.001245,1.000086,0,5.369006348,5.000816,False,Train,0,3228.shp501,26.84941285
2213,Polygon,3234.shp,501,620454.0071,4847780.813,620452.5042,620455.51,4847778.799,4847782.826,2214,12.10616,0.692733,0.307267,5.369006348,17.475937,True,Train,0,3234.shp501,93.82841669
2214,Polygon,3238.shp,501,620445.2469,4847764.173,620443.0098,620447.4839,4847762.361,4847765.984,2215,16.208769,0.999996,4E-06,18.44900635,16.20884,False,Train,0,3238.shp501,299.0369921
2215,Polygon,2676.shp,502,620490.5555,4847793.326,620486.262,620494.849,4847790.941,4847795.71,2216,40.947921,0.56111,0.43889,12.8099939,72.976694,True,Train,0,2676.shp502,934.8310047
2216,Polygon,2743.shp,502,620486.6868,4847742.72,620483.3241,620490.0494,4847738.801,4847746.639,2217,52.713748,1.000001,0,5.794006958,52.713672,False,Train,0,2743.shp502,305.4233823
2217,Polygon,2756.shp,502,620503.8478,4847756.94,620498.013,620509.6825,4847750.698,4847763.182,2218,145.683205,0.999988,1.2E-05,10.81399963,145.684973,False,Train,0,2756.shp502,1575.437245
2218,Polygon,2760.shp,502,620503.8478,4847756.94,620498.013,620509.6825,4847750.698,4847763.182,2219,145.683205,1.000004,0,10.81399963,145.682559,False,Train,0,2760.shp502,1575.41114
2219,Polygon,2666.shp,502,620493.6456,4847793.326,620486.262,620501.0292,4847790.941,4847795.71,2220,70.418204,0.323567,0.676433,13.7799939,217.631027,True,Train,0.581496,2666.shp502,2998.954224
2220,Polygon,2695.shp,502,620471.9815,4847794.625,620468.3731,620475.5898,4847793.541,4847795.71,2221,15.656631,0.349975,0.650025,8.112006836,44.736426,True,Train,0.862528,2695.shp502,362.9021935
2221,Polygon,2699.shp,502,620468.5268,4847793.692,620465.0338,620472.0198,4847791.674,4847795.71,2222,28.1934,0.596569,0.403431,8.112006836,47.259252,True,Train,0.845341,2699.shp502,383.3673753
2222,Polygon,2703.shp,502,620472.9199,4847792.21,620469.5509,620476.2888,4847789.341,4847795.08,2223,38.674872,0.999994,6E-06,7.144000854,38.675106,False,Train,0.787816,2703.shp502,276.2949903
2223,Polygon,2707.shp,502,620469.6956,4847790.806,620465.7419,620473.6493,4847786.473,4847795.139,2224,68.526319,0.999985,1.5E-05,7.212006836,68.527373,False,Train,0.736076,2707.shp502,494.2198825
2224,Polygon,2714.shp,502,620475.046,4847787.67,620472.3043,620477.7876,4847784.5,4847790.839,2225,34.758639,1.000002,0,5.203996582,34.758569,False,Train,0.301489,2714.shp502,180.8834743
2225,Polygon,2718.shp,502,620469.8916,4847785.597,620467.1491,620472.634,4847782.854,4847788.339,2226,30.084677,1.000006,0,5.243999634,30.084499,False,Train,0.361927,2718.shp502,157.7631017
2226,Polygon,2725.shp,502,620484.8718,4847755.44,620481.251,620488.4925,4847752.441,4847758.44,2227,43.441758,0.999989,1.1E-05,7.403994141,43.442224,False,Train,0.094027,2725.shp502,321.645972
2227,Polygon,2729.shp,502,620481.5867,4847748.79,620478.6508,620484.5226,4847746.24,4847751.34,2228,29.941483,1.000008,0,7.193995972,29.941251,False,Train,0.253852,2729.shp502,215.3972391
2228,Polygon,2732.shp,502,620487.9704,4847751.95,620485.4508,620490.49,4847750.117,4847753.783,2229,18.474715,0.999985,1.5E-05,8.65,18.475001,False,Train,0.373734,2732.shp502,159.8087587
2229,Polygon,2736.shp,502,620484.4018,4847746.081,620481.8069,620486.9966,4847743.122,4847749.039,2230,30.706417,0.999975,2.5E-05,6.534006958,30.707189,False,Train,0.843757,2736.shp502,200.6409866
2230,Polygon,2740.shp,502,620488.05,4847745.987,620484.5504,620491.5496,4847741.298,4847750.677,2231,65.644797,1.000003,0,6.634006958,65.644581,False,Train,0.7019,2740.shp502,435.4866071
2231,Polygon,2746.shp,502,620488.0908,4847742.72,620483.3241,620492.8573,4847738.801,4847746.64,2232,74.723603,1,0,6.564006958,74.723571,False,Train,0.812689,2746.shp502,490.48604
2232,Polygon,2753.shp,502,620500.6666,4847748.448,620497.2838,620504.0493,4847744.756,4847752.139,2233,49.94901,0.99999,1E-05,9.153999634,49.949502,False,Train,0.174156,2753.shp502,457.237723
2233,Polygon,2763.shp,502,620512.7588,4847748.488,620510.0075,620515.51,4847744.196,4847752.78,2234,47.235661,0.591671,0.408329,15.08399963,79.834322,True,Train,0.626529,2763.shp502,1204.220884
2234,Polygon,2767.shp,502,620510.3227,4847744.085,620506.1508,620514.4946,4847739.596,4847748.575,2235,74.921483,1.000005,0,12.82399963,74.921126,False,Train,0.262279,2767.shp502,960.7884924
2235,Polygon,2773.shp,502,620514.6311,4847753.722,620513.7522,620515.51,4847746.061,4847761.383,2236,26.932484,0.105918,0.894082,8.4,254.2763,True,Train,0.438515,2773.shp502,2135.92092
2236,Polygon,3226.shp,502,620456.216,4847790.674,620455.51,620456.9219,4847788.766,4847792.582,2237,5.387387,0.267857,0.732143,9.114000244,20.112897,True,Train,0,3226.shp502,183.3089482
2237,Polygon,3231.shp,502,620457.2669,4847786.085,620455.51,620459.0237,4847784.548,4847787.622,2238,10.802168,0.922482,0.077518,5.389006348,11.709891,False,Train,0,3231.shp502,63.10467693
2238,Polygon,3234.shp,502,620456.1767,4847780.813,620455.51,620456.8433,4847778.799,4847782.826,2239,5.369999,0.30728,0.69272,5.369006348,17.475937,True,Train,0,3234.shp502,93.82841669
2239,Polygon,3268.shp,502,620465.3145,4847748.613,620463.4795,620467.1495,4847747.199,4847750.027,2240,10.379494,1.000008,0,5.069006348,10.379411,False,Train,0.068694,3268.shp502,52.61330025
2240,Polygon,3270.shp,502,620468.7127,4847749.928,620466.7505,620470.6749,4847748.24,4847751.617,2241,13.249952,1.000004,0,5.903995972,13.249901,False,Train,0.053812,3270.shp502,78.22736213
2241,Polygon,3272.shp,502,620467.1269,4847744.531,620465.5041,620468.7496,4847743.023,4847746.04,2242,9.791349,0.999996,4E-06,5.053995972,9.791384,False,Train,0,3272.shp502,49.4856153
2242,Polygon,3278.shp,502,620471.8007,4847741.708,620469.907,620473.6944,4847740.229,4847743.186,2243,11.198584,0.999972,2.8E-05,5.183994751,11.198899,False,Train,0,3278.shp502,58.05503363
2243,Polygon,2806.shp,503,620570.9928,4847766.391,620567.251,620574.7346,4847763.142,4847769.639,2244,48.626188,1,0,6.484000854,48.626186,False,Train,0,2806.shp503,315.2922316
2244,Polygon,2763.shp,503,620517.4088,4847748.488,620515.51,620519.3076,4847744.196,4847752.78,2245,32.600117,0.408347,0.591653,15.08399963,79.834322,True,Train,0.831719,2763.shp503,1204.220884
2245,Polygon,2770.shp,503,620521.0529,4847745.086,620518.4506,620523.6552,4847742.441,4847747.732,2246,27.541182,0.999986,1.4E-05,11.82400024,27.541574,False,Train,0.373829,2770.shp503,325.6515777
